24460	01001
59382	01003
22543	01005
13812	01007
26853	01009
11824	01011
22007	01013
103092	01015
36356	01017
15606	01019
25180	01021
16589	01023
26724	01025
12636	01027
10996	01029
34872	01031
49632	01033
15645	01035
10662	01037
34079	01039
13188	01041
52445	01043
52995	01045
55296	01047
41981	01049
33661	01051
34912	01053
94144	01055
16252	01057
23933	01059
21924	01061
10650	01063
15888	01065
13254	01067
56574	01069
39202	01071
644991	01073
14335	01075
68111	01077
27281	01079
61268	01081
41699	01083
12897	01085
24841	01087
186540	01089
23819	01091
23788	01093
54211	01095
317308	01097
20883	01099
167790	01101
77306	01103
15388	01105
20326	01107
25038	01109
18331	01111
45394	01113
27956	01115
38037	01117
16974	01119
65280	01121
33840	01123
116029	01125
56246	01127
16241	01129
16303	01131
16654	01133
0	02013
7834	02016
126385	02020
8917	02050
1147	02060
0	02068
3872	02070
45864	02090
1401	02100
2792	02105
13556	02110
16586	02122
10041	02130
9409	02150
0	02164
6509	02170
5749	02180
3451	02185
4048	02188
4920	02195
3782	02198
6073	02220
0	02230
4308	02240
4977	02261
3917	02158
0	02275
0	02282
7045	02290
32304	04001
61918	04003
48326	04005
29255	04007
16578	04009
10330	04011
0	04012
971228	04013
25857	04015
47559	04017
351667	04019
68579	04021
13966	04023
37005	04025
60827	04027
23347	05001
24976	05003
15319	05005
50476	05007
19073	05009
12778	05011
5573	05013
12301	05015
18164	05017
21537	05019
18771	05021
10349	05023
6605	05025
25952	05027
16805	05029
52068	05031
25677	05033
48106	05035
19783	05037
10022	05039
18761	05041
15157	05043
31578	05045
11301	05047
7699	05049
54131	05051
9711	05053
24765	05055
19308	05057
21963	05059
11412	05061
22723	05063
7381	05065
20452	05067
85329	05069
13630	05071
10018	05073
16320	05075
18884	05077
12913	05079
11194	05081
16789	05083
26249	05085
9453	05087
7000	05089
33385	05091
62060	05093
15657	05095
5821	05097
10111	05099
5844	05101
30896	05103
5634	05105
40046	05107
8711	05109
26843	05111
13297	05113
28607	05115
10249	05117
287189	05119
12645	05121
30799	05123
36107	05125
8207	05127
7731	05129
79237	05131
11272	05133
8233	05135
6838	05137
45428	05139
8275	05141
77370	05143
39253	05145
11566	05147
14208	05149
1071446	06001
484	06003
11821	06005
101969	06007
13585	06009
12430	06011
556116	06013
14580	06015
43833	06017
413329	06019
17521	06021
99692	06023
74492	06025
15571	06027
330234	06029
66717	06031
19548	06033
16796	06035
7041980	06037
41519	06039
208652	06041
6015	06043
51101	06045
104629	06047
7469	06049
4016	06051
247450	06053
79140	06055
26346	06057
1421233	06059
77632	06061
11707	06063
456916	06065
634373	06067
18226	06069
682233	06071
1357854	06073
715674	06075
291073	06077
105690	06079
557361	06081
264324	06083
1065313	06085
123790	06087
77640	06089
2365	06091
33225	06093
171989	06095
204885	06097
194506	06099
41935	06101
29517	06103
7615	06105
188322	06107
22169	06109
378497	06111
91788	06113
44736	06115
185789	08001
11422	08003
162142	08005
2733	08007
5674	08009
6493	08011
131889	08013
0	08014
10162	08015
2396	08017
4819	08019
7846	08021
3091	08023
3086	08025
1120	08027
15286	08029
514678	08031
1641	08033
8407	08035
7498	08037
3903	08039
235972	08041
21942	08043
14821	08045
1272	08047
4107	08049
7578	08051
202	08053
6590	08055
1811	08057
235368	08059
2029	08061
7530	08063
8282	08065
19199	08067
89900	08069
15744	08071
4836	08073
18852	08075
54374	08077
786	08079
6525	08081
12952	08083
18366	08085
20105	08087
23523	08089
1546	08091
2185	08093
4131	08095
6185	08097
13258	08099
118238	08101
4842	08103
10494	08105
6592	08107
3827	08109
831	08111
1949	08113
3405	08115
2665	08117
3316	08119
5550	08121
89297	08123
8544	08125
792814	09001
816737	09003
144091	09005
115018	09007
744948	09009
230654	09011
103440	09013
84515	09015
81892	10001
385856	10003
80356	10005
756668	11001
104764	12001
9242	12003
75283	12005
14625	12007
230006	12009
620100	12011
7624	12013
27559	12015
19196	12017
32059	12019
38040	12021
25250	12023
13060	12027
5480	12029
528865	12031
205334	12033
4454	12035
7065	12037
39184	12039
3551	12041
3669	12043
10096	12045
7787	12047
14889	12049
11859	12051
17004	12053
29507	12055
490265	12057
10720	12059
35992	12061
34434	12063
8778	12065
2892	12067
69305	12069
105216	12071
103047	12073
12756	12075
3379	12077
13481	12079
97115	12081
69030	12083
28035	12085
1267792	12086
52586	12087
20626	12089
88187	12091
11233	12093
344311	12095
25267	12097
348993	12099
75955	12101
522329	12103
228515	12105
36424	12107
31035	12109
50836	12111
37741	12113
120413	12115
83692	12117
14839	12119
15559	12121
13641	12123
8112	12125
169487	12127
6308	12129
16087	12131
11453	12133
12726	13001
5879	13003
8233	13005
3875	13007
34240	13009
6833	13011
16859	13013
32911	13015
13171	13017
11556	13019
143366	13021
10291	13023
5940	13025
13743	13027
6539	13029
31585	13031
18255	13033
10560	13035
6606	13037
11334	13039
6412	13043
45404	13045
28271	13047
5680	13049
187816	13051
25813	13053
20541	13055
31059	13057
65177	13059
3636	13061
98126	13063
6405	13065
196793	13067
22828	13069
32298	13071
22327	13073
12129	13075
32310	13077
5748	13079
18087	13081
9910	13083
3639	13085
22310	13087
415387	13089
15658	13091
10404	13093
89639	13095
28659	13097
12682	13099
1924	13101
13632	13103
17262	13105
18357	13107
7290	13109
13357	13111
11364	13113
73742	13115
16928	13117
12784	13119
605210	13121
8956	13123
2280	13125
50528	13127
23570	13129
17826	13131
10212	13133
72349	13135
20691	13137
59405	13139
9019	13141
15927	13143
11520	13145
15814	13147
5354	13149
23724	13151
62924	13153
8036	13155
21093	13157
5760	13159
9425	13161
17174	13163
8332	13165
7727	13167
12270	13169
10688	13171
5031	13173
32738	13175
7044	13177
17569	13179
5895	13181
3746	13183
55112	13185
8728	13187
15276	13189
7371	13191
12933	13193
13517	13195
5099	13197
19461	13199
6424	13201
18956	13205
10991	13207
6099	13209
9904	13211
12986	13213
167377	13215
26282	13217
7915	13219
7598	13221
17520	13223
15990	13225
9620	13227
9281	13229
7316	13231
29656	13233
8066	13235
8394	13237
2180	13239
8327	13241
8734	13243
162437	13245
18152	13247
3097	13249
12591	13251
7059	13253
39514	13255
20331	13257
6511	13259
26931	13261
6625	13263
2423	13265
16557	13267
7865	13269
11394	13271
11416	13273
34562	13275
27288	13277
19151	13279
4565	13281
5647	13283
44466	13285
8790	13287
8222	13289
6811	13291
23505	13293
50691	13295
23404	13297
33525	13299
6669	13301
17480	13303
17858	13305
2362	13307
4596	13309
7742	13311
55108	13313
6998	13315
10184	13317
9393	13319
14770	13321
63468	15001
630528	15003
172	15005
29761	15007
45984	15009
112230	16001
2877	16003
52200	16005
5801	16007
6230	16009
29167	16011
5749	16013
1763	16015
15560	16017
52457	16019
5484	16021
2925	16023
728	16025
61288	16027
6534	16029
17017	16031
741	16033
10871	16035
2967	16037
17479	16039
7373	16041
8710	16043
9387	16045
8645	16047
12891	16049
11740	16051
10253	16053
35332	16055
24898	16057
5566	16059
3867	16061
3057	16063
13452	16065
15731	16067
30376	16069
2864	16071
6422	16073
12401	16075
4864	16077
19718	16079
2351	16081
41807	16083
3609	16085
7633	16087
70861	17001
12015	17003
14012	17005
25440	17007
5586	17009
38541	17011
5675	17013
19276	17015
14219	17017
163281	17019
35948	17021
16216	17023
14735	17025
28315	17027
47815	17029
5493766	17031
19824	17033
9772	17035
71654	17037
16975	17039
18997	17041
487966	17043
21591	17045
7090	17047
24608	17049
20752	17051
16382	17053
38329	17055
41900	17057
7418	17059
17014	17061
26535	17063
8665	17065
23664	17067
4914	17069
8451	17071
53217	17073
33532	17075
55008	17077
10741	17079
31848	17081
18492	17083
21766	17085
7550	17087
251005	17089
97250	17091
26374	17093
60939	17095
382638	17097
111409	17099
17522	17101
37947	17103
40690	17105
33538	17107
36653	17109
111555	17111
104389	17113
125010	17115
44557	17117
250911	17119
38986	17121
13302	17123
16180	17125
13889	17127
9685	17129
17294	17131
18831	17133
30260	17135
36174	17137
13263	17139
42867	17141
195318	17143
19757	17145
15509	17147
19185	17149
3857	17151
8741	17153
5007	17155
31379	17157
16829	17159
166734	17161
285591	17163
25721	17165
161335	17167
8135	17169
6096	17171
22589	17173
7510	17175
48861	17177
118649	17179
16071	17181
97047	17183
12841	17185
21595	17187
13780	17189
17004	17191
17312	17193
62877	17195
247825	17197
49021	17199
246623	17201
28012	17203
26871	18001
280455	18003
57022	18005
11262	18007
15888	18009
30870	18011
9057	18013
17734	18015
40456	18017
75876	18019
23933	18021
30547	18023
8033	18025
26602	18027
29430	18029
22738	18031
30837	18033
129219	18035
30934	18037
126529	18039
26216	18041
55622	18043
18257	18045
16943	18047
16984	18049
30444	18051
83955	18053
26894	18055
54532	18057
35096	18059
20423	18061
53974	18063
52603	18065
83198	18067
34970	18069
33187	18071
20429	18073
23575	18075
27006	18077
19454	18079
61138	18081
41546	18083
48127	18085
20890	18087
546253	18089
105342	18091
38038	18093
138522	18095
793769	18097
34986	18099
10969	18101
39246	18103
85221	18105
33930	18107
44176	18109
11606	18111
31382	18113
4289	18115
16968	18117
12163	18119
14628	18121
19075	18123
12281	18125
87114	18127
21740	18129
12534	18131
26932	18133
28915	18135
21138	18137
20352	18139
244827	18141
17144	18143
37797	18145
17134	18147
19280	18149
20159	18151
19889	18153
6306	18155
109378	18157
16650	18159
6582	18161
168772	18163
16793	18165
114528	18167
35553	18169
8705	18171
27972	18173
19278	18175
79109	18177
23821	18179
20995	18181
23395	18183
9487	19001
6322	19003
14968	19005
15007	19007
9595	19009
22885	19011
132916	19013
26470	19015
22737	19017
21762	19019
20693	19021
16953	19023
14292	19025
22912	19027
17007	19029
17655	19031
49223	19033
17269	19035
14969	19037
7581	19039
18464	19041
20606	19043
56749	19045
19116	19047
26085	19049
8207	19051
9737	19053
18770	19055
46982	19057
12565	19059
90609	19061
14009	19063
26898	19065
19860	19067
13255	19069
9282	19071
12716	19073
14119	19075
12243	19077
18383	19079
13506	19081
22248	19083
16240	19085
18114	19087
11442	19089
12519	19091
9283	19093
15419	19095
20839	19097
35425	19099
15774	19101
72127	19103
19868	19105
13943	19107
22937	19109
42996	19111
163213	19113
10682	19115
10163	19117
13340	19119
11558	19121
22177	19123
26352	19125
41076	19127
11832	19129
13108	19131
12069	19133
9357	19135
12781	19137
37181	19139
17522	19141
8555	19143
18537	19145
13289	19147
24322	19149
12793	19151
286130	19153
86991	19155
18803	19157
6373	19159
15573	19161
142687	19163
15528	19165
27996	19167
62783	19169
20147	19171
8790	19173
13557	19175
8643	19177
42149	19179
27432	19181
18967	19183
8405	19185
48391	19187
12990	19189
21758	19191
103052	19193
8984	19195
17294	19197
15043	20001
8501	20003
19165	20005
7016	20007
30663	20009
15215	20011
11685	20013
38658	20015
3408	20017
4642	20019
21549	20021
4256	20023
2896	20025
9890	20027
13466	20029
7397	20031
2702	20033
35012	20035
37850	20037
4988	20039
19993	20041
9107	20043
57932	20045
4581	20047
3858	20049
24730	20051
